Inspection ID,Establishment ID,Name,Inspection Date,Inspection Type,Inspector ID,Priority Violations,Foundation Violations,Core Violations,Total Corrected Priority + Foundation Violations,In Compliance
47817,51623003,Dexter Grinds LLC,05/23/2019,Routine Inspection,142,0,0,1,0,Yes
47810,358,Great Wall,05/23/2019,Routine Inspection,127,1,0,3,1,Yes
47802,1122,Greenfield Union Annex,05/23/2019,Routine Inspection,126,0,0,1,0,Yes
47801,4151,Greenfield Union Middle,05/23/2019,Routine Inspection,126,0,0,0,0,Yes
47821,51622843,MGM Grand Casino 32 Bar,05/23/2019,Routine Inspection,124,1,3,1,4,Yes
47820,51622798,MGM Grand Casino Concierge Lounge,05/23/2019,Routine Inspection,124,1,1,1,1,No
47818,3699,MGM Grand Casino-Service Bar 2,05/23/2019,Routine Inspection,124,1,0,1,1,Yes
47819,51622799,MGM Grand Casino Top Golf,05/23/2019,Routine Inspection,124,2,2,2,2,No
47867,51623013,Ms. Ruth's Catering,05/23/2019,Routine Inspection,87,0,1,1,1,Yes
47800,897,Nolan Junior High School,05/23/2019,Routine Inspection,126,0,0,1,0,Yes
47978,51622780,Side Dish,05/23/2019,Routine Inspection,87,1,0,0,1,Yes
47824,1098,Union Street Detroit,05/23/2019,Routine Inspection,114,0,0,2,0,Yes
47798,51622709,Wing Snob Detroit,05/23/2019,Routine Inspection,87,1,1,4,0,No
47808,1643,A. L. Holmes Elementary,05/22/2019,Routine Inspection,126,0,0,4,0,Yes
47858,794,Armando's Mexican Restaurant,05/22/2019,Complaint,140,0,0,0,0,Yes
47807,3321,Brenda Scott Middle School,05/22/2019,Routine Inspection,126,0,0,0,0,Yes
47780,1475,Burger King #6369,05/22/2019,Complaint,142,0,0,0,0,Yes
47784,1042,Charles R. Drew Transition,05/22/2019,Routine Inspection,112,0,1,2,1,Yes
47912,1466,China Garden,05/22/2019,Routine Inspection,112,2,6,6,1,No
47783,51623019,Detroit Soft Serve,05/22/2019,Mobile Inspection,87,0,0,1,0,Yes
47793,5416,"Lady of the House, LLC",05/22/2019,Routine Inspection,87,2,0,2,2,Yes
47803,1286,Leong's Carry Out,05/22/2019,Routine Inspection,126,2,0,2,2,Yes
47785,719,L. George Coney Island #7,05/22/2019,Routine Inspection,112,1,3,1,3,No
47814,2355,Nicky D's,05/22/2019,Routine Inspection,127,3,3,2,6,Yes
47806,940,Osborn Senior High School,05/22/2019,Routine Inspection,126,0,0,1,0,Yes
47813,5165,Papa's Pizza,05/22/2019,Routine Inspection,127,0,2,3,2,Yes
47782,51622757,Supa Flavor ,05/22/2019,Mobile Inspection,87,0,0,1,0,Yes
47812,1501,Tubby's Sub Shop #75,05/22/2019,Routine Inspection,127,2,1,2,3,Yes
47778,1613,Chicago's Pizza,05/21/2019,Routine Inspection,140,0,2,5,2,Yes
47776,51622855,Detroit Collegiate High School,05/21/2019,Routine Inspection,87,0,0,0,0,Yes
47788,3447,Detroit Community Schools,05/21/2019,Routine Inspection,112,0,0,1,0,Yes
47815,5231,Detroit Fresh Fish & Seafood Co. Inc.,05/21/2019,Routine Inspection,127,2,3,2,5,Yes
47786,1380,Doubletree Detroit/Dearborn,05/21/2019,Routine Inspection,112,0,1,0,1,Yes
47827,1879,First Congregational Church,05/21/2019,Routine Inspection,114,0,0,0,0,Yes
47805,1311,Long John Silvers #3464,05/21/2019,Routine Inspection,126,0,0,5,0,Yes
47804,1311,Long John Silvers #3464,05/21/2019,Complaint,126,0,0,0,0,Yes
47775,408,Maltese Am Benevolent Society,05/21/2019,Routine Inspection,87,0,0,5,0,Yes
47779,604,Mike's Famous Ham Place,05/21/2019,Routine Inspection,140,1,0,0,1,Yes
47789,830,Noble K-8 School,05/21/2019,Routine Inspection,112,0,0,1,0,Yes
47816,2649,Subway #30489,05/21/2019,Routine Inspection,127,2,1,1,2,No
47770,5318,Test Facility,05/21/2019,QA Inspection,80,0,0,0,0,Yes
47826,1415,The Whitney Restaurant,05/21/2019,Routine Inspection,114,1,1,7,0,No
47771,4518,Urban Bean Company,05/21/2019,Routine Inspection,124,2,5,1,6,No
47787,3921,Westside Christian Academy,05/21/2019,Routine Inspection,112,0,0,1,0,Yes
47857,1118,Bow Elementary School,05/20/2019,Routine Inspection,141,1,0,0,1,Yes
47856,870,Burns Elementary- Middle School,05/20/2019,Routine Inspection,141,0,0,0,0,Yes
47768,51622973,El Zocalo,05/20/2019,Routine Inspection,140,3,2,9,5,Yes
47829,2779,Louie's Ham & Corned Beef,05/20/2019,Routine Inspection,114,2,1,0,1,No
47769,51622578,Lover's Only,05/20/2019,Routine Inspection,124,1,2,1,3,Yes
47773,3745,Mercury Burger Bar,05/20/2019,Routine Inspection,87,1,2,0,3,Yes
47755,51623014,Saleh Ice Cream,05/20/2019,Mobile Inspection,87,0,0,1,0,Yes
47767,51622965,The Monarch Club,05/20/2019,Preopening/New,122,0,0,4,0,Yes
47828,1098,Union Street Detroit,05/20/2019,Routine Inspection,114,0,0,0,0,Yes
47753,5206,Bucharest Grill,05/17/2019,Routine Inspection,87,0,0,2,0,Yes
47754,5133,Coaches Corner Bar & Grill,05/17/2019,Routine Inspection,124,0,2,4,1,No
47757,51622908,Covenant House Academy-East,05/17/2019,Routine Inspection,87,0,0,0,0,Yes
47746,4695,Ford Field - Blitz,05/17/2019,Routine Inspection,131,1,0,0,1,Yes
47747,3590,Happy's Pizza #22,05/17/2019,Routine Inspection,140,0,0,1,0,Yes
47748,1895,L. George's Coney Island ,05/17/2019,Complaint,127,0,0,0,0,Yes
47727,51622754,Mr. Ice Cream,05/17/2019,Routine Inspection,87,0,0,1,0,Yes
47855,51622921,Rock City Eats & Sweets,05/17/2019,Plan Review/Pre-Open,133,0,0,0,0,Yes
47749,362,Sonny's Hamburgers,05/17/2019,Complaint,127,0,0,0,0,Yes
47799,51622749,Trust Night Club,05/17/2019,Routine Inspection,124,1,1,0,1,No
47931,4093,University Prep Academy Elementary,05/17/2019,Routine Inspection,114,1,0,0,1,Yes
47831,4093,University Prep Academy Elementary,05/17/2019,Routine Inspection,114,1,0,0,1,Yes
48111,526,Vicki's Bar-B-Que,05/17/2019,Complaint,142,0,0,0,0,Yes
47734,51622716,Brown's Southern Kitchen,05/16/2019,Routine Inspection,127,3,2,5,5,Yes
48108,5011,Chartreuse Kitchen & Cocktails,05/16/2019,Routine Inspection,114,1,0,3,1,Yes
47733,2691,Checkers,05/16/2019,Routine Inspection,127,0,0,0,0,Yes
47739,51622699,Deluxx Fluxx,05/16/2019,Routine Inspection,131,0,1,1,0,No
47717,4246,El Parian #1,05/16/2019,Routine Inspection,140,0,0,1,0,Yes
47715,4660,El Parian #2,05/16/2019,Routine Inspection,140,0,0,0,0,Yes
47723,4876,El Parian #3,05/16/2019,Mobile Inspection,87,0,0,2,0,Yes
47720,592,Gaelic League Irish American Club,05/16/2019,Routine Inspection,87,1,0,2,1,Yes
47741,5397,Gather Detroit LLC,05/16/2019,Routine Inspection,131,0,1,0,0,No
47835,2319,Golightly EEC Elementary,05/16/2019,Routine Inspection,114,0,1,6,1,Yes
47836,1041,Golightly Middle School,05/16/2019,Routine Inspection,114,0,1,3,0,No
47760,1109,Kentucky Fried Chicken H730207,05/16/2019,Routine Inspection,126,1,0,5,0,No
47722,51622654,La Reata,05/16/2019,Mobile Inspection,87,0,0,2,0,Yes
47716,5028,Marisqueria El Emperio,05/16/2019,Routine Inspection,140,0,0,0,0,Yes
47732,5237,Metro Fish & Seafood LLC,05/16/2019,Routine Inspection,127,1,1,2,2,Yes
47740,51622691,Minnie's Rhythm Cafe,05/16/2019,Routine Inspection,131,1,1,0,1,No
47759,682,Mr. Mapps Lounge,05/16/2019,Routine Inspection,126,0,1,2,1,Yes
47731,415,Popeye's Lousiana Kitchen,05/16/2019,Complaint,127,0,0,0,0,Yes
47718,51622749,Trust Night Club,05/16/2019,Preopening/Other,122,0,0,1,0,Yes
47833,51622715,Urban Ramen,05/16/2019,Routine Inspection,114,0,5,11,4,No
47763,913,Davison Elementary,05/15/2019,Routine Inspection,126,0,0,2,0,Yes
47764,914,Davison Elementary Annex,05/15/2019,Routine Inspection,126,0,0,0,0,Yes
47730,51623011,Detroit Ice Cream,05/15/2019,Routine Inspection,87,0,0,0,0,Yes
47745,1505,Fishbones Rhythm Kitchen ,05/15/2019,Routine Inspection,131,2,2,2,3,No
47728,5314,Fresh Soft Serve,05/15/2019,Routine Inspection,87,1,0,0,1,Yes
47714,595,"Hy-Grade Delicatessen Restaurant, Inc.",05/15/2019,Routine Inspection,140,1,0,2,1,Yes
47837,718,Mario's,05/15/2019,Complaint,114,0,0,0,0,Yes
47729,4005,M H Soft Serve,05/15/2019,Routine Inspection,87,0,0,1,0,Yes
47707,5315,Mr. Softy,05/15/2019,Mobile Inspection,87,1,0,0,1,Yes
47761,51622449,Ocean Fish & Chicken,05/15/2019,Routine Inspection,126,0,0,5,0,Yes
47725,5390,Premier Ice Cream,05/15/2019,Mobile Inspection,87,1,0,0,1,Yes
47735,2078,Universal Coney Island,05/15/2019,Routine Inspection,127,7,5,6,12,Yes
47709,2654,Voyager Academy,05/15/2019,Routine Inspection,140,0,0,0,0,Yes
47710,4443,Voyager Consortium,05/15/2019,Routine Inspection,140,0,0,0,0,Yes
47708,5312,Wonka Soft Serve,05/15/2019,Mobile Inspection,87,0,0,2,0,Yes
47762,1197,Yiu Chan Restaurant,05/15/2019,Routine Inspection,126,0,1,2,1,Yes
47766,5310,Asian Corned Beef,05/14/2019,Routine Inspection,137,0,1,6,1,Yes
47713,3304,Cesar Chavez Middle School,05/14/2019,Routine Inspection,140,1,0,0,1,Yes
47736,1592,Christ the King Grade School,05/14/2019,Routine Inspection,127,0,0,0,0,Yes
47738,1582,Communication and Media Arts School,05/14/2019,Routine Inspection,127,0,0,0,0,Yes
47706,4817,Craft Work,05/14/2019,Routine Inspection,87,1,0,2,1,Yes
47839,3468,Happy's Pizza #16,05/14/2019,Field Conference,114,0,0,0,0,Yes
47711,4311,Holy Redeemer Church,05/14/2019,Routine Inspection,140,1,1,0,2,Yes
47712,1523,Latin American Social Ed. Development,05/14/2019,Routine Inspection,140,0,0,0,0,Yes
47703,51622767,Marouf Sushi,05/14/2019,Routine Inspection,131,0,0,0,0,Yes
47737,787,Omega Grill,05/14/2019,Routine Inspection,127,3,3,4,6,Yes
47742,1403,Pizza Papalis Taverna,05/14/2019,Complaint,131,0,0,0,0,Yes
47701,1403,Pizza Papalis Taverna,05/14/2019,Complaint,131,0,0,0,0,Yes
47765,3633,Subway #26842,05/14/2019,Routine Inspection,137,2,0,2,1,No
47792,680,Burger King ,05/13/2019,Routine Inspection,87,0,0,5,0,Yes
47702,538,Louisiana Creole Gumbo,05/13/2019,Routine Inspection,131,2,2,7,4,Yes
47698,2646,McDonald's #25135,05/13/2019,Complaint,87,0,0,0,0,Yes
47699,4952,Rose's Fine Food,05/13/2019,Routine Inspection,87,0,2,1,2,Yes
47666,1419,Domino's Pizza #1027,05/11/2019,Routine Inspection,127,0,0,0,0,Yes
47686,1140,Masonic Temple,05/11/2019,Routine Inspection,124,1,1,2,1,No
47668,1330,McDonald's #6799,05/11/2019,Routine Inspection,127,1,0,4,1,Yes
47667,1199,Taco Bell #24449,05/11/2019,Routine Inspection,127,0,1,2,1,Yes
47744,5088,Central Bar & Grill LLC,05/10/2019,Complaint,131,0,0,0,0,Yes
47679,259,Duly's Coney Island,05/10/2019,Routine Inspection,140,1,1,0,2,Yes
47681,1292,Little Caesar's Pizza #18,05/10/2019,Routine Inspection,137,0,0,5,0,Yes
47663,1089,Loco Bar & Grill,05/10/2019,Complaint,131,0,0,0,0,Yes
47689,3770,Motor City Casino - Associates Dining Rm,05/10/2019,Routine Inspection,124,1,0,2,1,Yes
47688,3789,Motor City Casino -Theatre Rolling Buffe,05/10/2019,Routine Inspection,124,0,0,1,0,Yes
47834,51622715,Urban Ramen,05/10/2019,Routine Inspection,114,0,0,0,0,Yes
47660,849,Vernor Elementary,05/10/2019,Routine Inspection,141,0,0,0,0,Yes
47665,51622592,1509 Populace LLC,05/09/2019,Routine Inspection,131,0,0,0,0,Yes
47697,51622811,Avalon International Breads,05/09/2019,Routine Inspection,87,1,0,1,1,Yes
47664,4364,Bleu Detroit,05/09/2019,Routine Inspection,131,0,0,0,0,Yes
47680,4191,Captain Jay's Fish & Chicken #108,05/09/2019,Routine Inspection,137,0,0,2,0,Yes
47669,1647,China One,05/09/2019,Routine Inspection,127,1,0,2,1,Yes
47659,1144,Church's Fried Chicken #785,05/09/2019,Complaint,141,0,0,0,0,Yes
47657,1338,Columbo's Coney Island,05/09/2019,Routine Inspection,140,2,1,4,3,Yes
47841,949,Detroit International Academy/ Northern,05/09/2019,Routine Inspection,114,0,1,1,0,No
47696,1037,Detroit Lions Academy,05/09/2019,Routine Inspection,87,0,0,1,0,Yes
47656,3402,Detroit Premier Academy Charter School,05/09/2019,Routine Inspection,112,0,1,0,1,Yes
47655,890,Dixon Educational Learning Center,05/09/2019,Routine Inspection,112,0,0,0,0,Yes
47653,598,Elmer's LLC,05/09/2019,Routine Inspection,112,0,0,2,0,Yes
47648,1029,Glazer Elementary,05/09/2019,Routine Inspection,142,0,0,0,0,Yes
47840,3468,Happy's Pizza #16,05/09/2019,Field Conference,114,0,0,0,0,Yes
47842,51622805,Henry Ford Academy Elementary SCS,05/09/2019,Routine Inspection,114,1,0,0,1,Yes
47670,867,Henry Ford High School,05/09/2019,Routine Inspection,127,0,1,1,1,Yes
47684,4128,Legacy Charter Academy,05/09/2019,Routine Inspection,137,0,0,0,0,Yes
47691,3725,Motor City Casino- Club Amnesia,05/09/2019,Routine Inspection,124,0,0,0,0,Yes
47687,3771,Motor City Casino-Grand River Deli & Bur,05/09/2019,Routine Inspection,124,2,2,3,3,No
47690,4372,Motor City Casino-Lodge Diner,05/09/2019,Routine Inspection,124,2,0,1,2,Yes
47682,4961,New Harper Seafood & Chicken,05/09/2019,Routine Inspection,137,0,1,3,0,No
47654,455,Starters Lounge,05/09/2019,Routine Inspection,112,2,2,5,4,Yes
47758,1202,The Greek,05/09/2019,Supv recurringLetter,124,0,0,0,0,Yes
47658,1894,Thurgood Marshall Elementary,05/09/2019,Routine Inspection,141,0,1,2,1,Yes
47678,51622665,Van Dyke Coney Island,05/09/2019,Routine Inspection,126,0,0,2,0,Yes
47726,51622948,WSM Group LLC- Krispy Chicken,05/09/2019,Plan Review/Pre-Open,133,0,0,0,0,Yes
47652,1307,Amicci's Pizza,05/08/2019,Routine Inspection,140,0,1,2,1,Yes
46090,51622697,Chili Mustard Onions,05/08/2019,Routine Inspection,124,3,1,1,4,Yes
47673,1131,Clara Rutherford/Winans Academy,05/08/2019,Routine Inspection,127,0,0,0,0,Yes
47672,904,Cooke Elementary,05/08/2019,Routine Inspection,127,0,0,0,0,Yes
46093,3163,Detroit Public Safety Academy,05/08/2019,Routine Inspection,87,0,0,0,0,Yes
46094,1158,Franklin Gourmet Dairy Bar,05/08/2019,Routine Inspection,87,0,0,3,0,Yes
46085,5309,Louisiana Creole Gumbo,05/08/2019,Complaint,141,0,0,1,0,Yes
47671,3930,Manhattan Fish & Chicken,05/08/2019,Routine Inspection,127,0,1,1,1,Yes
47674,4175,Samuel Gompers Learning Academy PK-8,05/08/2019,Routine Inspection,127,0,0,0,0,Yes
47844,900,Spain Middle/Elementary School,05/08/2019,Routine Inspection,114,0,0,0,0,Yes
46083,865,Thirkell Elementary,05/08/2019,Routine Inspection,142,0,0,3,0,Yes
46086,2131,Twisted Dairy,05/08/2019,Routine Inspection,141,0,0,0,0,Yes
46087,1023,U Of D Coney Island #1,05/08/2019,Routine Inspection,141,1,0,1,1,Yes
47843,51622507,Xus China House Inc,05/08/2019,Routine Inspection,114,0,0,2,0,Yes
47845,1715,3rd Street Bar,05/07/2019,Routine Inspection,114,0,0,0,0,Yes
46081,1236,Ann Arbor Trail Magnet School,05/07/2019,Routine Inspection,112,0,0,2,0,Yes
46071,51622890,Brewery Park Cafe,05/07/2019,Plan Review/Pre-Open,133,0,0,1,0,Yes
47676,1222,Edison Elementary School,05/07/2019,Routine Inspection,127,0,0,1,0,Yes
46068,51622726,Genesis House II,05/07/2019,Preopening/New,122,2,1,11,0,No
46059,852,John R King Academic & Performing Arts ,05/07/2019,Routine Inspection,141,0,0,0,0,Yes
47677,1169,Madison Carver Academy,05/07/2019,Routine Inspection,127,1,0,0,1,Yes
47809,4772,Me & My Girls Soul Food,05/07/2019,Routine Inspection,126,1,0,2,1,Yes
47752,3769,Motor City Casino - Assembly Line Buffet,05/07/2019,Routine Inspection,87,0,0,0,0,Yes
47750,4021,Motor City Casino - Little Caesars,05/07/2019,Routine Inspection,124,1,0,0,1,Yes
47650,4000,Motor City Casino - Room Svce,05/07/2019,Routine Inspection,140,0,0,0,0,Yes
47651,3999,Motor City Casino - Signature Restaurant,05/07/2019,Routine Inspection,140,2,1,1,3,Yes
47675,4442,Mr. B's Soul Food,05/07/2019,Routine Inspection,127,2,1,1,3,Yes
46072,1403,Pizza Papalis Taverna,05/07/2019,Routine Inspection,131,2,1,4,2,No
46073,5024,Trinosophes LLC,05/07/2019,Routine Inspection,131,0,0,0,0,Yes
46088,51622828,Visions,05/07/2019,Routine Inspection,131,2,4,2,5,No
46089,51622828,Visions,05/07/2019,Complaint,131,0,0,2,0,Yes
46082,1933,Warrendale Academy,05/07/2019,Routine Inspection,112,1,0,0,1,Yes
46069,51622913,Big Ken's BBQ,05/06/2019,Preopening/New,122,0,0,0,0,Yes
46075,4146,CK Mediterranean Grille,05/06/2019,Routine Inspection,131,1,2,2,3,Yes
46070,51622854,Cornucopia,05/06/2019,Preopening/New,122,0,0,1,0,Yes
47847,3354,DSA Detroit School of Arts (9-12),05/06/2019,Routine Inspection,114,1,2,7,1,No
46076,2709,Eurest Dining Services-Compuware,05/06/2019,Routine Inspection,131,2,1,2,2,No
47743,1322,Grand Trunk Pub,05/06/2019,Routine Inspection,131,3,1,1,4,Yes
46055,963,Sicily's Pizza,05/06/2019,Routine Inspection,140,0,1,1,1,Yes
46067,513,Subway Harbortown Detroit,05/06/2019,Complaint,87,0,0,0,0,Yes
46066,513,Subway Harbortown Detroit,05/06/2019,Routine Inspection,87,0,0,2,0,Yes
46074,5092,Townhouse Detroit Ste. 200,05/06/2019,Routine Inspection,131,3,2,3,4,No
46056,926,Bennett Elementary,05/03/2019,Routine Inspection,140,0,0,1,0,Yes
46052,328,Duffy's Den,05/03/2019,Routine Inspection,127,2,0,1,2,Yes
46058,51622973,El Zocalo,05/03/2019,Preopening/COO,122,0,0,0,0,Yes
47683,1385,Little Caesar's Pizza #81,05/03/2019,Routine Inspection,126,0,1,6,1,Yes
46084,3773,Motor City Casino - Sweet Ride Coffee,05/03/2019,Routine Inspection,122,0,3,0,2,No
46079,388,Pappy's Bar and Grill,05/03/2019,Routine Inspection,131,2,2,2,3,No
46080,1261,Pegasus Taverna,05/03/2019,Routine Inspection,131,4,4,8,6,No
46078,5430,Ready Player One,05/03/2019,Routine Inspection,131,0,0,2,0,Yes
46053,239,Scotty Simpsons Fish and Chips,05/03/2019,Routine Inspection,127,2,1,0,3,Yes
46077,4112,The Keep,05/03/2019,Routine Inspection,131,1,0,0,1,Yes
47846,3793,University Preparatory Academy Elem,05/03/2019,Routine Inspection,114,0,2,1,0,No
46041,4924,Cornerstone Health & Tech High School,05/02/2019,Routine Inspection,127,0,1,0,1,Yes
46040,5222,El Paisano ,05/02/2019,Routine Inspection,124,0,0,1,0,Yes
46049,1376,Kentucky Fried Chicken H730220,05/02/2019,Routine Inspection,126,1,1,5,2,Yes
46035,539,Motor City Wine Bar,05/02/2019,Routine Inspection,87,0,1,2,1,Yes
46050,921,Mt. Calvary Lutheran School,05/02/2019,Routine Inspection,126,0,0,0,0,Yes
46042,2366,Old Redford Academy Prep. High School,05/02/2019,Routine Inspection,127,0,0,1,0,Yes
46054,5223,Primo's Tacos,05/02/2019,Routine Inspection,140,3,0,1,1,No
46034,1616,River Breeze Dairy,05/02/2019,Auxilliar inspection,87,1,0,1,1,Yes
46033,5392,800 Parc,05/01/2019,Routine Inspection,131,3,2,4,4,No
46028,4926,"Boggs, James & Grace Lee Boggs School",05/01/2019,Routine Inspection,87,0,0,1,0,Yes
46026,3134,Cass Community Social Services,05/01/2019,Complaint,142,0,0,0,0,Yes
46029,3584,Cliff Bells,05/01/2019,Routine Inspection,124,1,2,2,3,Yes
46043,2393,Cosmos Coney Island,05/01/2019,Complaint,127,1,0,0,1,Yes
46031,51622859,LeCulture Cafe,05/01/2019,Routine Inspection,131,0,0,4,0,Yes
46024,1184,McDonald's #5251,05/01/2019,Complaint,140,0,0,0,0,Yes
46032,3269,Orchid Thai,05/01/2019,Routine Inspection,131,3,3,4,2,No
46025,5156,Pie-Sci Pizza,05/01/2019,Routine Inspection,142,0,0,0,0,Yes
46044,4800,Asian Corned Beef,04/30/2019,Routine Inspection,127,0,1,1,1,Yes
46027,5378,Bobcat Bonnies,04/30/2019,Routine Inspection,87,0,1,5,1,Yes
46023,4831,Cesar Chavez Academy - East,04/30/2019,Routine Inspection,87,1,0,0,1,Yes
46045,576,Detroit Service Learning Academy,04/30/2019,Routine Inspection,127,1,0,0,1,Yes
46015,5293,Hot Dog Man,04/30/2019,Routine Inspection,124,1,1,0,1,No
46046,2749,Old Redford Academy,04/30/2019,Routine Inspection,127,0,0,0,0,Yes
46047,4289,Old Redford Academy Middle School,04/30/2019,Routine Inspection,127,0,0,0,0,Yes
47797,51622484,Avalon Commissary,04/29/2019,Routine Inspection,87,0,0,2,0,Yes
46021,4917,Detroit 75 Kitchen,04/29/2019,Mobile Inspection,87,0,0,1,0,Yes
47791,626,Detroit Edison Boat Club,04/29/2019,Routine Inspection,87,0,0,3,0,Yes
46048,51622975,Lit Vegan Kitchen,04/29/2019,Routine Inspection,127,0,0,0,0,Yes
46010,4932,Dove Academy of Detroit,04/26/2019,Routine Inspection,126,0,0,0,0,Yes
46006,5294,"Eleo's Ministries, Inc.",04/26/2019,Closed - permenant,142,0,0,0,0,Yes
46008,2125,Jet's Pizza,04/26/2019,Routine Inspection,126,0,1,1,1,Yes
46012,3685,MGM Grand Casino- Palette,04/26/2019,Routine Inspection,124,2,1,3,3,Yes
45992,1084,Paradise Chop Suey,04/26/2019,Routine Inspection,142,0,0,1,0,Yes
45995,944,Priest Elementary,04/26/2019,Routine Inspection,142,0,0,1,0,Yes
45998,5364,Avalon Hearth and Soul Cafe,04/25/2019,Routine Inspection,124,1,1,2,1,No
45997,51622554,Brome Modern Eatery,04/25/2019,Routine Inspection,124,0,1,1,1,Yes
46020,1196,Church's Fried Chicken #975,04/25/2019,Routine Inspection,87,0,1,3,1,Yes
47848,5431,Common Pub,04/25/2019,Routine Inspection,114,2,0,3,2,Yes
45996,1537,Cuisine,04/25/2019,Routine Inspection,142,0,0,0,0,Yes
46002,51622632,Detroit Achievement Academy,04/25/2019,Routine Inspection,127,0,0,0,0,Yes
47850,4296,Dr. Benjamin Carson HS of Sci & Med,04/25/2019,Routine Inspection,114,0,0,0,0,Yes
47849,966,Edmonson Elementary School,04/25/2019,Routine Inspection,114,0,0,2,0,Yes
46001,2603,Emerson Annex,04/25/2019,Routine Inspection,127,1,0,0,1,Yes
46000,907,Emerson K-8 School,04/25/2019,Routine Inspection,127,0,0,0,0,Yes
46011,1073,Hong Moy,04/25/2019,Routine Inspection,126,1,1,3,2,Yes
46005,716,Jordans Family Restaurant,04/25/2019,Routine Inspection,140,3,3,4,6,Yes
46007,211,La Terraza,04/25/2019,Routine Inspection,140,5,4,6,8,No
45983,3582,Lincoln-King Academy,04/25/2019,Routine Inspection,141,0,0,0,0,Yes
45993,51622600,Mr. Corn Beef,04/25/2019,Routine Inspection,141,1,1,2,1,No
45981,1191,Niki's Pizzeria,04/25/2019,Supv recurringLetter,95,0,0,0,0,Yes
46004,3397,Patton Recreation Center,04/25/2019,Routine Inspection,140,1,1,0,2,Yes
45984,1119,Paul Roberson/ Malcolm X. Academy,04/25/2019,Routine Inspection,141,0,0,1,0,Yes
45994,2583,Priest Annex,04/25/2019,Routine Inspection,142,0,0,1,0,Yes
46009,5338,R & D One Stop Meals,04/25/2019,Routine Inspection,126,0,2,1,2,Yes
45987,3853,Salvation Army #1,04/25/2019,Mobile Inspection,87,0,0,0,0,Yes
45988,5064,Salvation Army #12,04/25/2019,Mobile Inspection,87,0,0,0,0,Yes
45989,3854,Salvation Army #2,04/25/2019,Mobile Inspection,87,0,0,0,0,Yes
